Data,Kadar Air,Tidak Larut,Klasium,Magnesium,Sulfat,NaCl(wb),NaCl(db),Grade
329,"11,3674","0,198742","0,340359","0,884933","1,02472","80,2015","90,4875",Garam kurang bagus
330,"7,69231","0,654811","0,431922","0,777459","1,4162","84,2949","91,3195",Garam kurang bagus
331,"10,0775","0,460203","0,316573","0,52913","1,18255","84,9044","94,4195",Garam kurang bagus
332,"11,1753","0,257478","0,504036","0,769801","0,934624","83,2227","93,6933",Garam kurang bagus
333,"7,98817","0,136238","0,287317","0,716083","0,846204","87,6112","95,2173",Garam kurang bagus
334,"5,15267","1,15968","0,537416","0,266372","1,42065","87,5795","92,3373",Garam kurang bagus
335,"8,03059","0,296823","0,221097","0,411241","0,933233","88,264","95,9711",Garam kurang bagus
336,"5,15267","1,15968","0,537416","0,266372","1,42065","87,5795","92,3373",Garam kurang bagus
337,"0,6479","1,25929","0,601844","0,160492","1,72293","89,6857","90,2706",Garam kurang bagus
338,"7,98817","0,136238","0,287317","0,716083","0,846204","87,6112","95,2173",Garam kurang bagus
339,"8,03059","0,296823","0,221097","0,411241","0,933233","88,264","95,9711",Garam kurang bagus
340,"6,56371","0,406473","0,2395","0,561737","1,7676","87,401","93,5408",Garam Bagus
341,"7,85441","0,415753","0,286933","1,17863","1,87263","84,9045","92,1417",Garam Bagus
342,"9,89","0,0438109","0,247473","1,13387","1,12561","82,6755","91,7495",Garam Bagus
343,"5,67515","0,36402","0,517139","0,451322","1,83871","85,7645","90,9246",Garam Bagus
344,"6,45724","0,138172","0,217296","0,691001","0,879851","89,091","95,241",Garam Bagus
345,"6,40301","0,440595","0,473796","0,540127","1,29178","87,638","93,6333",Garam Bagus
346,"6,48855","0,506468","0,545476","0,355745","1,92819","87,2341","93,287",Garam kurang bagus
347,"1,16959","0,639231","0,538205","0,0672756","1,28442","93,9778","95,09",Garam kurang bagus
348,"4,22265","0,482097","0,127466","0,305918","1,12947","89,8336","93,7942",Garam kurang bagus
349,"2,7933","0,0327535","0,341825","0,177749","1,42274","90,1957","92,7876",Garam kurang bagus
